Store No,Store Name,Address,formatted_address_google,location_lat,location_lng,Coordinate
196,FamilyMart Paradigm JB,"Lot GF-18,19,20,21&22, Ground Floor, Paradigm Mall, Johor Bahru, Johor. ","Lot GF-18,19,20,21&22, Ground Floor, Paradigm Mall, Taman Bukit Mewah, 81200 Johor Bahru, Johor, Malaysia",1.5155291,103.6855381,"1.5155291, 103.6855381"
197,FamilyMart Jalan Serampang,"No.21, Jalan Serampang, Taman Sri Tebrau, 80050 Johor Bahru.","No.21, Jalan Serampang, Taman Sri Tebrau, 80050 Johor Bahru, Johor, Malaysia",1.4843487,103.7675681,"1.4843487, 103.7675681"
198,FamilyMart Caltex Taman Banting Baru,"Lot 2352, Jalan Sultan Abdul Samad, Taman Banting Baru, 42700 Banting, Kuala Langat, Selangor. ","Lot 2352, Jalan Sultan Abdul Samad, Taman Banting Baru, 42700 Banting, Selangor, Malaysia",2.8185941,101.4549183,"2.8185941, 101.4549183"
200,"FamilyMart Old Street, Batu Pahat","Old Street Commercial Centre, No. 22 (Ground Floor), Jalan Rotan Utama, Taman Sri Jaya, 83000 Batu Pahat, Johor.","No.22 (Ground Floor, Jalan Rotan Utama, Taman Sri Jaya, 83000 Batu Pahat, Johor, Malaysia",1.8634265,102.954351,"1.8634265, 102.954351"
201,FamilyMart Teluk Pulai,"No. 39, Ground Floor, Jalan Teluk Pulai, 41100 Klang, Selangor. ","No. 39, Ground Floor, Jalan Teluk Pulai, Taman Teluk Pulai, 41100 Klang, Selangor, Malaysia",3.0424397,101.4279318,"3.0424397, 101.4279318"
202,FamilyMart Bandar Seri Putra,"No.12, Ground Floor, Jalan Seri Putra 1/4, Bandar Seri Putra, 43000 Bangi, Selangor.","12, Ground Floor, Jalan Seri Putra 1/4, Bandar Seri Putra, 43000 Bangi, Selangor, Malaysia",2.8854134,101.7905862,"2.8854134, 101.7905862"
203,FamilyMart Petron Rasah Kemayan,"PT9770, Persiaran Rasah Kemayan 1, Seremban 2, 70300 Seremban, Negeri Sembilan","PT9770, Persiaran Rasah Kemayan 1, Seremban 2, 70300 Seremban, Negeri Sembilan, Malaysia",2.6912108,101.893878,"2.6912108, 101.893878"
204,FamilyMart Port Dickson,"No. 7, Ground Floor, Jalan Pusat Perniagaan Impian 1, Pusat Perniagaan Impian, 71009 Port Dickson, Negeri Sembilan.","No. 7, Ground Floor, Jalan Pusat Perniagaan Impian 1 Pusat Perniagaan Impian, Taman Mewah, 71009 Port Dickson, Negeri Sembilan, Malaysia",2.5259144,101.8085815,"2.5259144, 101.8085815"
205,FamilyMart Caltex Raja Uda,"Part of Lot 2219, Section 1, Jalan Raja Uda, Taman Tanjung Aman, 12300 Butterworth, Pulau Pinang.","Lot 2219, Section, 1, Jalan Raja Uda, Taman Tanjung Aman, 12300 Butterworth, Pulau Pinang, Malaysia",5.4300213,100.3844934,"5.4300213, 100.3844934"
206,FamilyMart Jenjarom,"No. 2, Jalan 2/2, Taman Seri Jaromas, 42600 Jenjarom, Selangor.","No. 2, Jalan 2/21, Taman Seri Jaromas, 42600 Jenjarom, Selangor, Malaysia",2.8742073,101.5012496,"2.8742073, 101.5012496"
207,FamilyMart Kota Emas,"No. 50-G, Jalan Emas 2, Pusat Perniagaan Kota Emas, 82000 Pontian, Johor.","50-G, Jalan Emas 2, Pusat Perniagaan Kota Emas, 82000 Pontian, Johor, Malaysia",1.4798741,103.3995819,"1.4798741, 103.3995819"
208,FamilyMart Gravitas,"B2-G-1, Elevate Gravitas, Jalan Baru, 13700 Bukit Mertajam, Pulau Pinang.","B2-G-1, Elevate Gravitas, Jln Baru, 13700 Bukit Mertajam, Pulau Pinang, Malaysia",5.3693739,100.4169656,"5.3693739, 100.4169656"
209,FamilyMart Bercham,"No. 55, Jalan Bercham, Medan Bercham Selatan, 31400 Ipoh, Perak.","55, Medan Bercham Selatan 1, Taman Sri Kurau, 31400 Ipoh, Perak, Malaysia",4.6251595,101.1212606,"4.6251595, 101.1212606"
210,FamilyMart Parit Raja,"No 22, Jalan Universiti 1, Taman Universiti Parit Raja, Batu Pahat","No 22, Jalan Universiti 1, Taman Universiti, 86400 Parit Raja, Johor, Malaysia",1.848631,103.0741501,"1.848631, 103.0741501"
